Starting Bayesian optimization...

Testing configuration: depth=6, learning_rate=5e-06, loss_function=Huber, optimizer=Adadelta, normalization=-pi_to_pi
Epoch 1/20 - avg_loss=0.518370, avg_acc=0.389269, avg_test_acc=0.283246
Epoch 16/20 - avg_loss=0.138488, avg_acc=0.784613, avg_test_acc=0.273487
Epoch 17/20 - avg_loss=0.138423, avg_acc=0.782031, avg_test_acc=0.260576
Epoch 18/20 - avg_loss=0.137897, avg_acc=0.784765, avg_test_acc=0.256626
Epoch 19/20 - avg_loss=0.138391, avg_acc=0.780930, avg_test_acc=0.258487
Epoch 20/20 - avg_loss=0.138379, avg_acc=0.782638, avg_test_acc=0.252449

Testing configuration: depth=7, learning_rate=5e-06, loss_function=L2, optimizer=SGD, normalization=none
Epoch 1/20 - avg_loss=0.973968, avg_acc=0.410230, avg_test_acc=0.449761
Epoch 2/20 - avg_loss=0.724192, avg_acc=0.495139, avg_test_acc=0.532771
Epoch 3/20 - avg_loss=0.505767, avg_acc=0.556543, avg_test_acc=0.586884
Epoch 4/20 - avg_loss=0.359630, avg_acc=0.618212, avg_test_acc=0.646541
Epoch 5/20 - avg_loss=0.288277, avg_acc=0.662641, avg_test_acc=0.704261
Epoch 6/20 - avg_loss=0.250505, avg_acc=0.750968, avg_test_acc=0.787765
Epoch 7/20 - avg_loss=0.229176, avg_acc=0.805764, avg_test_acc=0.817498
Epoch 8/20 - avg_loss=0.215042, avg_acc=0.823916, avg_test_acc=0.828928
Epoch 9/20 - avg_loss=0.204320, avg_acc=0.829422, avg_test_acc=0.829840
Epoch 10/20 - avg_loss=0.195508, avg_acc=0.831587, avg_test_acc=0.832688
Epoch 11/20 - avg_loss=0.187935, avg_acc=0.833865, avg_test_acc=0.836561
Epoch 12/20 - avg_loss=0.181240, avg_acc=0.837966, avg_test_acc=0.839903
Epoch 13/20 - avg_loss=0.175184, avg_acc=0.842295, avg_test_acc=0.843776
Epoch 14/20 - avg_loss=0.169639, avg_acc=0.845941, avg_test_acc=0.847877
Epoch 15/20 - avg_loss=0.164490, avg_acc=0.850459, avg_test_acc=0.853308
